"WS","WS_l","WS_dl","PS","PS_l","PS_dl","Y","Y_l","Y_dl","Yrw","Yrw_l","Yrw_dl","Tax","Yf","Yf_l","Yf_dl","C","C_l","C_dl","W","W_l","W_dl","R","R_l","R_dl","It","It_l","It_dl","Itcurr","Itcurr_l","Itcurr_dl","Ipr","Ipr_l","Ipr_dl","Ips","Ips_l","Ips_dl","I","I_l","I_dl","r","r_l","r_dl","P","P_l","P_dl","Pm","Pm_l","Pm_dl","Px","Px_l","Px_dl","X","X_l","X_dl","M","M_l","M_dl","rulc","rulc_l","rulc_dl","ulc","ulc_l","ulc_dl","Tau","Tau_l","Tau_dl","dPxdPm","dPdPm","Trade"
0.671696954,-0.397948001482143,-0.00922026728327546,0.328303046,-1.11381817641833,0.0191334738881872,3715.79,8.22034658595794,0.0594798277887723,9857936124787.91,29.9192979446602,0.0573617120324066,50.4,3665.39,8.20669002066485,0.0593380697191073,2218.68,7.70466770343026,0.0482879645855769,2462.03129822206,7.80874201918271,0.0501178024358317,1203.35870177794,7.09287184424652,0.0784715436072947,615.746,6.42283454083663,0.0787449897367098,133.5,4.8941014778403,0.0778603217722722,90.9,4.50976000118343,0.0837164810927771,0.680898876404494,-0.384341476656871,0.00585615932050504,419.260759550562,6.03849306417976,0.0846011490572138,2.692746,1.75539001270986,-0.0231208635402873,16.2522604,2.78823200064049,0.0120723305809078,18.5668833,2.92137952606061,-0.011301961795084,25.5941876,3.24236527883147,0.00392248580507504,113.698,4.73354581045227,0.0490008321041104,134.648,4.90266396582386,0.107807740866268,0.662586232866244,-0.411604566775233,-0.00936202535294123,10.7685239939972,2.37662743386525,0.00271030522796645,55.0552442,4.00833712112015,0.0398790068184831,0.0152244476001595,0.0233742923759922,0.0668353163122781
0.668457674,-0.40278219932868,-0.00483419784653671,0.331542326,-1.10399979726532,0.00981837915301109,3877.58,8.26296652668828,0.0426199407303365,10397301765138.5,29.9725674427543,0.0532694980940711,53.4,3824.18,8.24909934419319,0.0424093235283358,2310.18,7.74508072255799,0.0404130191277323,2556.30246775732,7.84631714486451,0.0375751256817978,1267.87753224268,7.14509954692787,0.0522277026813462,664.523,6.4990694900449,0.0762349492082635,142.1,4.95653103510305,0.0624295572627505,97.7,4.58190155904874,0.0721415578653044,0.687543983110486,-0.374629476054318,0.00971200060255312,456.888790288529,6.12444001399058,0.0859469498108174,2.8180469,1.77681581696964,0.0214258042597855,16.4406702,2.79975815522046,0.0115261545799772,18.8793674,2.93806965380007,0.0166901277394573,25.532545,3.23995391292817,-0.00241136590329871,121.805,4.80242140533635,0.0688755948840853,138.246,4.92903470689165,0.0263707410677849,0.659252025169647,-0.416649381823771,-0.00504481504853854,10.8385451244963,2.38310877339669,0.00648133953143892,56.7907326,4.03937315396461,0.0310360328444608,-0.0191014936427564,-0.00516397315948025,0.0670652829857798
0.664716321,-0.408394914301938,-0.00561271497325849,0.335283679,-1.09277830250736,0.0112214947579561,4101.05,8.31899831746599,0.0560317907777126,11076648941971.9,30.0358603094426,0.0632928666882933,57.3,4043.75,8.30492775824921,0.0558284140560215,2447.65,7.80288365955427,0.0578029369962776,2687.94662304375,7.89653284394727,0.0502156990827647,1355.80337695625,7.21214945574185,0.0670499088139787,726.693,6.58850410499054,0.08943461494564,153.7,5.03500265054455,0.0784716154414955,107.3,4.67562864963665,0.0937270905879153,0.69811320754717,-0.359374000907897,0.0152554751464206,507.313981132076,6.22913010408264,0.10469009009206,2.5691069,1.733788613682,-0.043027203287648,16.6908638,2.81486149187671,0.0151033366562494,19.2965767,2.95992770712138,0.0218580533213122,25.6959366,3.24633287045122,0.00637895752304596,136.208,4.9141831291417,0.11176172380535,145.622,4.9810142232494,0.0519795163577452,0.655428883589264,-0.42246547351872,-0.00581609169494879,10.9396742265745,2.39239601835799,0.00928724496130018,58.4718603,4.06854561799751,0.0291724640328965,-0.015479095798266,-0.00675471666506289,0.0687214250009144
0.655949845,-0.421670948753624,-0.0132760344516857,0.344050155,-1.06696783281784,0.0258104696895285,4367.55,8.38195749013959,0.0629591726735992,11689649699608,30.0897249251473,0.0538646157047218,60.7,4306.85,8.36796205742186,0.0630342991726529,2602.94,7.86439685440236,0.0615131948480849,2825.07758993825,7.94629110866824,0.0497582647209667,1481.77241006175,7.30099422460403,0.088844768862181,797.13,6.68101777715771,0.0925136721671755,168.3,5.12574810119676,0.0907454506522098,120.4,4.79081953287472,0.115190883238068,0.715389185977421,-0.33492856832204,0.0244454325858576,570.258181818182,6.34608920883567,0.116959104753033,2.3206858,1.6889223596939,-0.0448662539880955,16.995792,2.83296578400399,0.0181042921272776,19.554007,2.97318022706644,0.0132525199450528,26.4955213,3.27697571116162,0.0306428407104016,140.024,4.94181383648853,0.0276307073468329,161.092,5.08197563035275,0.10096140710336,0.646833485578471,-0.435666381471351,-0.0132009079526311,10.9934473795267,2.39729940253264,0.00490338417464642,60.4028409,4.10103613860288,0.0324905206053705,0.0173903207653489,0.00485177218222493,0.0689439159254044
0.654549102,-0.423808674291887,-0.00213772553826308,0.345450898,-1.06290476454282,0.00406306827501246,4655.63,8.44583251889962,0.0638750287600338,12403722105174.4,30.1490177132697,0.0592927881224483,63.2,4592.43,8.43216457473033,0.0642025173084662,2750.6,7.91957434868061,0.0551774942782508,3005.97093249786,8.00835590043844,0.0620647917702026,1586.45906750214,7.36925981018751,0.0682655855834788,841.442,6.73511708671594,0.0540993095582314,184.2,5.21602212382121,0.0902740226244463,130.6,4.87213921684233,0.0813196839676102,0.709011943539631,-0.343882906978876,-0.00895433865683615,596.592427795874,6.39123417973707,0.0451449709013954,1.8016578,1.58813574378756,-0.100786615906338,17.4713229,2.8605608453775,0.0275950613735048,20.0521256,2.99833516309598,0.025154936029546,27.3290779,3.30795125989036,0.0309755487287413,149.657,5.00834600901498,0.0665321725264434,185.018,5.22045311764255,0.138477487289792,0.645663622860464,-0.437476618461182,-0.00181023698983118,11.280597639779,2.42308422691631,0.0257848243836736,62.0338828,4.12768073254431,0.026644593941425,0.00582061269919543,0.00244012534395868,0.0718860820125311
0.662848302,-0.411209120406095,0.0125995538857925,0.337151698,-1.08722230748025,-0.0243175429374287,4783.28,8.47288178263171,0.0270492637320885,12981620129841,30.1945556368146,0.0455379235448703,67.9,4715.38,8.45858478566947,0.0264202109391363,2832.83,7.94903149097037,0.0294571422897603,3125.58162628476,8.04737566526337,0.0390197648249284,1589.79837371524,7.37136247818921,0.00210266800170622,832.018,6.72385407520257,-0.0112630115133747,190.5,5.24965219456676,0.0336300707455495,132.8,4.88884423704233,0.0167050202000034,0.697112860892389,-0.360807957524422,-0.0169250505455462,580.010448293963,6.36304611767815,-0.0281880620589208,1.9168015,1.61138787003045,0.0232521262428889,17.9792961,2.88922087922262,0.0286600338451297,20.0997827,3.00070900406132,0.00237384096533466,28.4144226,3.34689685428924,0.0389455943988755,153.091,5.03103251582795,0.0226865068129758,198.51,5.29083947669208,0.0703863590495306,0.653438984605702,-0.425506117368343,0.0119705010928387,11.7483729875093,2.46371476185428,0.0406305349379688,62.1010635,4.12876311439666,0.00108238185235088,0.0365717534335402,0.026286192879795,0.0735062551220083
0.66688129,-0.405143224918117,0.00606589548797759,0.33311871,-1.09925636604142,-0.0120340585611649,5018.37,8.52086045876371,0.0479786761319954,13798261042154.3,30.2555636887135,0.0610080518988951,76.4,4941.97,8.5055193161133,0.0469345304438296,2996.06,8.00505337113885,0.0560218801684806,3295.7073287413,8.10037609119518,0.053000425931808,1646.2626712587,7.40626295007188,0.0349004718826658,881.125,6.78119950009404,0.057345424891472,207.1,5.33320176840154,0.0835495738347829,147.9,4.99653636971675,0.10769213267442,0.714147754707871,-0.336665398684784,0.0241425588396377,629.253440366973,6.44453410140926,0.0814879837311091,0.9787756,1.4040688055921,-0.207319064438354,18.7451301,2.93093399068126,0.0417131114586367,20.4294872,3.01697930817188,0.0162703041105607,28.9942741,3.36709836566409,0.0202015113748533,165.205,5.10718712697269,0.0761546111447338,228.102,5.42979289733608,0.138953420643999,0.656728644707604,-0.420484367568531,0.00502174979981279,12.3104638854407,2.51044962311273,0.0467348612584493,63.4498108,4.15024921228046,0.0214860978838018,0.00393120726429252,0.0254428073480758,0.0783734559229391
0.678921122,-0.387250326065415,0.017892898852702,0.321078878,-1.13606846018108,-0.0368120941396595,5175.24,8.55164099386979,0.0307805351060839,14599947720856.6,30.3120390638732,0.0564753751596783,83.9,5091.34,8.53529633619405,0.0297770200807594,3107.76,8.04165748842869,0.0366041172898459,3456.61826528348,8.14804601012864,0.04766991893346,1634.72173471652,7.39922787601298,-0.00703507405890047,912.706,6.81641381340283,0.0352143133087939,223.9,5.41119952360471,0.0779977552031701,164.4,5.10230248262208,0.105766112905326,0.734256364448414,-0.30889704098263,0.0277683577021547,670.160189370255,6.5075167724202,0.0629826710109498,1.2241872,1.46259430414918,0.0585254985570851,19.6628688,2.97873202472471,0.0477980340434443,20.9496795,3.04212334792177,0.0251440397498923,29.9623676,3.39994218089384,0.0328438152297434,173.217,5.15454514373664,0.0473580167639556,241.054,5.48502097478157,0.0552280774454958,0.667914582760119,-0.403594983741154,0.0168893838273768,13.133116810419,2.57513704098355,0.0646874178708217,63.6629572,4.15360287380677,0.00335366152631078,0.0076997754798514,0.0226539942935525,0.0800486547483788
0.687407772,-0.374827608258484,0.0124227178069307,0.312592228,-1.16285572374785,-0.0267872635667772,5184.87,8.5535000480253,0.00185905415550813,14975406695840.7,30.3374304178812,0.0253913540080184,91.4,5093.47,8.53571460615315,0.000418269959096662,3180.92,8.06492574210878,0.0232682536800883,3501.29086444884,8.16088699789467,0.0128409877660278,1592.17913555116,7.3728588824053,-0.0263689936076812,883.275,6.78363659039572,-0.0327772230071117,227.8,5.42846805101308,0.0172685274083726,168,5.12396397940326,0.0216614967811788,0.737489025460931,-0.304504071609823,0.00439296937280675,651.405618964003,6.4791325187859,-0.0283842536343064,1.2275316,1.46336868287656,0.00077437872738062,20.7006128,3.03016330369787,0.0514312789731659,22.2038659,3.10026641335733,0.0581430654355559,31.1388729,3.4384569711458,0.0385147902519667,191.722,5.25604640611684,0.101501262380201,251.308,5.52667927850364,0.0416583037220724,0.675290000414444,-0.392613050130634,0.0109819336105202,13.9789168262913,2.63755025356724,0.062413212583686,63.0116095,4.14331898719225,-0.0102838866145234,-0.019628275183589,-0.00671178646239,0.0854466939383244
0.677028119,-0.39004247222044,-0.0152148639619554,0.322971881,-1.1301900152766,0.0326657084712494,5355.56,8.58589055257765,0.032390504552346,15574700654899.6,30.3766689608283,0.0392385429470608,100.5,5255.06,8.5669467009433,0.0312320947901501,3302.41,8.10240778394338,0.0374820418345969,3557.82338703214,8.17690422872286,0.0160172308281954,1697.23661296786,7.4367566856667,0.0638978032614004,892.417,6.79393351213041,0.0102969217346853,247.1,5.50979311299456,0.0813250619814827,188.6,5.23962837019936,0.115664390796098,0.763253743423715,-0.270164742795207,0.0343393288146156,681.140615944962,6.5237687693352,0.044636250549301,0.6230958,1.31266224495951,-0.15070643791705,21.7512269,3.07967016513916,0.049506861441285,23.5272431,3.15815903055401,0.0578926171966851,32.297719,3.47499660853991,0.0365396373941098,195.06,5.27330720354387,0.0172607974270251,264.799,5.57897104762068,0.0522917691170326,0.664323317642252,-0.408986323854785,-0.0163732737241515,14.4498472169974,2.67068384128437,0.033133587717133,64.2749759,4.1631703782005,0.0198513910082561,-0.0213529798025757,-0.00838575575540072,0.0858657171238862
