"WS","WS_l","WS_dl","PS","PS_l","PS_dl","Y","Y_l","Y_dl","Yrw","Yrw_l","Yrw_dl","Tax","Yf","Yf_l","Yf_dl","C","C_l","C_dl","W","W_l","W_dl","R","R_l","R_dl","It","It_l","It_dl","Itcurr","Itcurr_l","Itcurr_dl","Ipr","Ipr_l","Ipr_dl","Ips","Ips_l","Ips_dl","I","I_l","I_dl","r","r_l","r_dl","P","P_l","P_dl","Pm","Pm_l","Pm_dl","Px","Px_l","Px_dl","X","X_l","X_dl","M","M_l","M_dl","rulc","rulc_l","rulc_dl","ulc","ulc_l","ulc_dl","Tau","Tau_l","Tau_dl","dPxdPm","dPdPm","Trade"
0.725625411,-0.320721360121873,NA,0.274374589,-1.29326099310371,NA,76.8953,4.3424447563083,NA,8933227890770.33,29.8207989114356,NA,1.75668,75.13862,4.31933467425984,NA,44.4182,3.79364929535797,NA,54.5224920194728,3.99861331413797,NA,20.6161279805272,3.02607368115613,NA,17.2116,2.84558357510603,NA,3.30813,1.19638307505916,NA,2.64469,0.972553856173109,NA,0.799451653955558,-0.223829218886054,NA,13.7598420872215,2.62175435621998,NA,NA,NA,NA,16.3699797,2.79544915130897,NA,27.6135497,3.31830658341525,NA,31.6157656,3.45365590757036,NA,8.5168,2.14204068343636,NA,10.4162,2.34336228651075,NA,0.709048433642535,-0.343831442170325,NA,11.6071084650451,2.45161770913864,NA,50.8687214,3.92924822386182,NA,NA,NA,0.246217909287044
0.723943801,-0.323041512537413,-0.00232015241553996,0.276056199,-1.28715081442742,0.00611017867628938,80.98,4.39420221060402,0.0517574542957187,9354232131682.92,29.8668499912257,0.0460510797900717,1.9931,78.9869,4.36928201593209,0.04994734167225,46.6942,3.84361995995962,0.0499706646016507,57.1820766152069,4.04624050339468,0.0476271892567102,21.8048233847931,3.08213120150467,0.0560575203485394,19.37717,2.96409556896788,0.118511993861848,3.85243,1.34870411802759,0.152321042968426,3.10021,1.1314698511322,0.158915994959094,0.804741422946037,-0.217234266895386,0.0065949519906684,15.5936113584673,2.74686130207249,0.125106945852517,NA,NA,NA,17.2466945,2.84762050192689,0.052171350617924,28.2281164,3.34031851669534,0.0220119332800874,32.7815643,3.48986629334851,0.0362103857781486,8.9977,2.19696898912078,0.054928305684423,10.7044,2.37065487189543,0.0272925853846835,0.706125915228537,-0.347961707209335,-0.0041302650390091,12.1783379384795,2.49965879471756,0.0480410855789151,52.4688563,3.9602197802436,0.0309715563817758,0.0141984524980607,0.0301594173378367,0.243295875524821
0.735761033,-0.306849896398249,0.0161916161391639,0.264238967,-1.3309014072321,-0.0437505928046804,82.9215,4.417894377129,0.0236921665249827,9907301478889.03,29.9242931243527,0.0574431331269842,2.15925,80.76225,4.39150965338344,0.0222276374513468,48.2497,3.87638961014909,0.032769650189461,59.4217164874042,4.08465975698519,0.0384192535905097,21.3405335125958,3.06060824615134,-0.0215229553533343,19.9082,2.99113170715842,0.0270361381905437,4.03305,1.3945229135332,0.0458187955056106,3.23092,1.17276692639964,0.04129707526744,0.801110821834592,-0.221755987133557,-0.00452172023817074,15.9486744632474,2.76937572002487,0.0225144179523729,NA,NA,NA,17.9053029,2.88509692036958,0.0374764184426835,28.4009007,3.34642085945299,0.0061023427576532,32.9033258,3.49357374080816,0.00370744745964968,9.8819,2.29070480096333,0.0937358118425515,11.2033,2.41620837775951,0.0455535058640755,0.716602045156012,-0.333234620143807,0.0147270870655273,12.8309766772779,2.55186230022577,0.0522035055082104,52.8040908,3.96658866498373,0.0063688847401342,-0.00239489529800338,0.03137407568503,0.254279047050524
0.731076797,-0.313236767294966,-0.00638687089671724,0.268923203,-1.31332943084685,0.0175719763852529,86.3039,4.4578747882618,0.0399804111328042,10450480868759.5,29.9776691094299,0.0533759850772242,2.3459,83.958,4.43031667380163,0.038807020418191,50.9175,3.93020667586177,0.0538170657126895,61.379745722526,4.11707990650666,0.0324201495214744,22.578254277474,3.11698724295478,0.0563789968034447,20.59366,3.02498326143526,0.0338515542768416,4.38616,1.47845412903849,0.0839312155052907,3.50877,1.25526554871334,0.0824986223136921,0.799963977602276,-0.223188580325155,-0.00143259319159852,16.4741861669889,2.80179468111011,0.0324189610852432,NA,NA,NA,18.5422028,2.92004936645644,0.0349524460868649,28.649153,3.35512387902391,0.00870301957091879,33.4081157,3.50879885549651,0.0152251146883531,10.5874,2.35966461483321,0.068959813869883,12.2737,2.50745876175847,0.0912503839989594,0.711204774321045,-0.340794881755137,-0.00756026161132956,13.187303157789,2.57925448470131,0.0273921844755356,54.3343099,3.99515588559676,0.0285672206130267,0.0065220951174346,0.0262494265159461,0.264890694395039
0.733437689,-0.310012635246159,0.00322413204880756,0.266562311,-1.32214725032335,-0.00881781947650651,91.5147,4.51649961511543,0.0586248268536274,11134177423899.9,30.0410405408871,0.0633714314572273,2.63795,88.87675,4.4872505785062,0.0569339047045698,52.663,3.96391312168209,0.0337064458203153,65.1855581258308,4.17723794326004,0.0601580367533776,23.6911918741692,3.16510332818285,0.0481160852280631,22.56715,3.11649530904144,0.0915120476061722,4.87514,1.58414882198618,0.105694692947686,3.86724,1.3525410743145,0.0972755256011637,0.793257219279856,-0.231607747671677,-0.00841916734652187,17.9015546560714,2.88488756136976,0.0830928802596502,NA,NA,NA,19.1457108,2.95207871142732,0.0320293449708737,29.1378502,3.37203802316567,0.0169141441417602,34.296424,3.53504109217703,0.0262422366805208,11.1696,2.413195802234,0.0535311874007869,13.6081,2.61066520368502,0.103206441926551,0.712296036875286,-0.339261671855387,0.00153320989974931,13.6374139260004,2.61281703957193,0.0335625548706231,56.7354362,4.03839899258918,0.0432431069924188,0.00932809253876069,0.0151152008291141,0.270751037811412
0.731915431,-0.312090303115859,-0.00207766786970059,0.268084569,-1.31645279227844,0.0056944580449092,94.1302,4.544678930278,0.0281793151625731,11749751939525.9,30.0948532447662,0.0538127038790321,2.88242,91.24778,4.51357866339953,0.0263280848933274,55.2635,4.01211265444216,0.0481995327600684,66.7856582264932,4.20148836028367,0.0242504170236266,24.4621217735068,3.19712587112108,0.0320225429382366,23.73844,3.16709567514372,0.0506003661022798,5.48371,1.70178187919313,0.117633057206957,4.36347,1.47326761238274,0.120726538068245,0.795714944809262,-0.228514266810389,0.00309348086128819,18.889031474458,2.93858140833333,0.0536938469635677,0.771622,1.2217896966489,NA,20.2359516,3.0074608046498,0.0553820932224824,29.7007192,3.39117126100368,0.0191332378380111,35.2532157,3.5625567506294,0.0275156584523621,11.9664,2.48210272245527,0.068906920221266,15.0443,2.71099918191418,0.10033397822916,0.709502988695373,-0.343190569994333,-0.00392889813894542,14.3574681392949,2.66427023465547,0.0514531950835369,57.6142479,4.05376989648856,0.0153709038993801,0.0083824206143511,0.0362488553844713,0.286950415488334
0.730208231,-0.314425537569955,-0.00233523445409584,0.269791769,-1.3101048434574,0.00634794882104806,99.442,4.59957455963093,0.054895629352929,12461039550360.8,30.1536280568158,0.0587748120496201,3.20887,96.23313,4.56677368507856,0.0531950216790333,57.6582,4.05453247424119,0.042419819799032,70.270223620893,4.25234814750861,0.0508597872249368,25.962906379107,3.25666884162116,0.0595429705000812,25.83622,3.25177738338401,0.0846817082402942,6.08253,1.80542072784587,0.103638848652735,4.86986,1.58306518924802,0.109797576865274,0.800630658623961,-0.22235553859785,0.00615872821253882,20.6852698349535,3.02942184478616,0.090840436452833,3.6729549,1.83969023247225,0.617900535823345,20.8677912,3.03820687935966,0.0307460747098589,30.2086885,3.40812958167899,0.0169583206753132,35.8919788,3.58051383877477,0.0179570881453683,12.7712,2.54719263587228,0.0650899134170118,16.6063,2.80978214143602,0.0987829595218392,0.706645317078227,-0.347226412122325,-0.00403584212799235,14.7461269292462,2.69098046723733,0.0267102325818662,60.1496423,4.09683549560334,0.0430655991147786,0.000998767470055173,0.0137877540345453,0.295423462923111
0.736929632,-0.30526287032,0.00916266724995518,0.263070368,-1.33533372365652,-0.0252288801991229,102.4329,4.62920795006563,0.0296333904346975,13041296050108,30.1991420578339,0.0455140010180948,3.34135,99.09155,4.59604417029381,0.0292704852152488,59.6729,4.08887798098985,0.0343455067486635,73.0234994758096,4.29078129997381,0.0384331524652044,26.0680505241904,3.26071044663729,0.00404160501612605,25.85506,3.2525063264798,0.000728943095788637,6.18586,1.82226604225767,0.0168453144117968,4.8229,1.57337540688888,-0.00968978235913354,0.779665236523297,-0.24889063536878,-0.0265350967709304,20.158291470224,3.00361569111102,-0.0258061536751417,3.8472948,1.86701040699527,0.0273201745230267,21.5455259,3.07016818014562,0.0319613007859654,30.6545808,3.42278210635358,0.0146525246745837,36.0664644,3.58536346959546,0.00484963082069401,13.5144,2.60375578362638,0.0565631477541038,16.9817,2.83213629365738,0.0223541522213613,0.712891067965562,-0.338426650091819,0.0087997620305067,15.3596129687307,2.7317415300538,0.0407610628164723,61.632057,4.12118214101947,0.0243466454161307,-0.00980289385388977,0.017308776111382,0.297717823082232
0.733394767,-0.310071158630798,-0.00480828831079849,0.266605233,-1.321986242773,0.0133474808835155,107.0141,4.67296060148119,0.0437526514155566,13859075898191.9,30.2599614334554,0.0608193756214952,3.74026,103.27384,4.63738410107257,0.041339930778757,62.0636,4.1281596657168,0.039281684726947,75.7404938239953,4.32731294244177,0.0365316424679589,27.5333461760047,3.31539785829956,0.0546874116622722,26.59323,3.28065667211597,0.0281503456361669,6.41611,1.85881201505565,0.0365459727979847,4.99744,1.60892578131734,0.0355503744284593,0.778889389365207,-0.249886233738306,-0.000995598369525286,20.7131846759485,3.03077043837766,0.0271547472666418,4.7667873,1.99991397733885,0.132903570343581,22.1569738,3.09815229118189,0.027984111036266,30.8390759,3.42878258391415,0.00600047756057664,36.639889,3.60113751032536,0.015774040729899,14.657,2.68491803704516,0.0811622534187819,18.2096,2.90194892754549,0.069812633888108,0.707761816657761,-0.345647659039417,-0.0072210089475982,15.6818600283264,2.75250463214247,0.0207631020886683,63.8834241,4.15705992397665,0.0358777829571775,0.00977356316932232,0.0219836334756894,0.307124014499024
0.7260672,-0.320112706457466,-0.0100415478266678,0.2739328,-1.29487245814856,0.0271137846244429,113.7304,4.73383073529208,0.0608701338108908,14662170216732.6,30.3162918380428,0.0563304045873956,4.03963,109.69077,4.69766522518163,0.0602811241090615,63.8764,4.1569499660919,0.0287903003750953,79.642870239744,4.37755251872416,0.0502395762823937,30.047899760256,3.40279276703307,0.0873949087335051,27.90011,3.32863063147188,0.0479739593559114,6.83024,1.92135981205758,0.0625477970019257,5.35356,1.67776176017457,0.0688359788572213,0.783802618941648,-0.24359805188301,0.00628818185529545,21.8681792867601,3.08503257958887,0.0542621412112068,4.6593779,1.98526973992728,-0.0146442374115774,22.7625834,3.12511810896794,0.0269658177860483,32.3512962,3.47665408815039,0.0478715042362379,37.5702814,3.62621334957646,0.0250758392511012,17.2363,2.84701762503261,0.16209958798745,19.8516,2.98828460841883,0.0863356808733453,0.700277764254271,-0.356278216567913,-0.0106305575284966,15.9401310120034,2.76883989240002,0.0163352602575513,66.8950689,4.2031252558974,0.04606533192075,-0.0227956649851366,-0.0209056864501899,0.326103662697045
